I"Plot Title  10486919"
"#" "Date" "Time, GMT+01 00" "Temp, °C (LGR S N  10486919, SEN S N  10486919)" "Temp - Avg, °C (LGR S N  10486919, SEN S N  10486919)" "RH, % (LGR S N  10486919, SEN S N  10486919)" "RH - Avg, % (LGR S N  10486919, SEN S N  10486919)" "DewPt, °C (LGR S N  10486919, SEN S N  10486919)" "Host Connected (LGR S N  10486919)" "Stopped (LGR S N  10486919)" "End Of File (LGR S N  10486919)"
8137 01 09 2021 00 00 00 18.155 18.132 75.204 75.427 13.714   
8138 01 09 2021 00 10 00 18.060 18.155 75.185 75.631 13.618   
8139 01 09 2021 00 20 00 17.799 18.060 77.966 75.299 13.924   
8140 01 09 2021 00 30 00 17.751 17.799 75.293 76.213 13.341   
8141 01 09 2021 00 40 00 17.323 17.632 77.641 77.367 13.398   
8142 01 09 2021 00 50 00 17.489 17.394 75.582 74.595 13.147   
8143 01 09 2021 01 00 00 17.704 17.442 71.094 72.974 12.417   
8144 01 09 2021 01 10 00 17.561 17.680 72.825 72.532 12.647   
8145 01 09 2021 01 20 00 17.299 17.585 75.373 72.801 12.920   
8146 01 09 2021 01 30 00 17.014 17.156 77.914 77.747 13.151   
8147 01 09 2021 01 40 00 17.180 17.037 77.047 77.469 13.141   
8148 01 09 2021 01 50 00 17.156 17.180 76.873 77.132 13.084   
8149 01 09 2021 02 00 00 17.109 17.180 78.943 77.386 13.445   
8150 01 09 2021 02 10 00 16.871 17.037 76.899 78.928 12.812   
8151 01 09 2021 02 20 00 16.942 16.918 76.490 76.118 12.799   
8152 01 09 2021 02 30 00 16.752 16.942 77.268 76.377 12.769   
8153 01 09 2021 02 40 00 16.823 16.585 74.139 77.290 12.208   
8154 01 09 2021 02 50 00 16.823 16.799 74.907 75.272 12.365   
8155 01 09 2021 03 00 00 16.728 16.704 71.341 75.734 11.533   
8156 01 09 2021 03 10 00 16.704 16.799 71.825 72.562 11.612   
8157 01 09 2021 03 20 00 16.823 16.728 70.609 70.562 11.468   
8158 01 09 2021 03 30 00 16.918 16.847 71.146 69.542 11.674   
8159 01 09 2021 03 40 00 16.847 16.799 71.104 71.872 11.597   
8160 01 09 2021 03 50 00 16.775 16.823 71.897 72.337 11.696   
8161 01 09 2021 04 00 00 16.656 16.799 73.621 72.131 11.941   
8162 01 09 2021 04 10 00 16.514 16.442 74.362 75.426 11.955   
8163 01 09 2021 04 20 00 16.609 16.514 74.296 74.362 12.033   
8164 01 09 2021 04 30 00 16.466 16.609 75.006 74.381 12.040   
